set_num,name,year,theme_id,num_parts,img_url,figs,retail,unique_figs,rating,retire_month,value
41039-1,Sunshine Ranch,2014,494,757,https://cdn.rebrickable.com/media/sets/41039-1.jpg,0,59.99,0,4.3,November 2015,123.18
41040-1,Friends Advent Calendar 2014,2014,216,244,https://cdn.rebrickable.com/media/sets/41040-1.jpg,0,19.99,0,4.5,January 2015,35.40
41052-1,Ariel's Magical Kiss,2014,579,250,https://cdn.rebrickable.com/media/sets/41052-1.jpg,2,24.99,2,4.5,December 2015,45.65
41053-1,Cinderella's Dream Carriage,2014,579,274,https://cdn.rebrickable.com/media/sets/41053-1.jpg,1,24.99,1,4.5,December 2015,34.37
41054-1,Rapunzel's Creativity Tower,2014,579,298,https://cdn.rebrickable.com/media/sets/41054-1.jpg,2,34.99,2,4.7,December 2015,76.27
41055-1,Cinderella's Romantic Castle,2014,579,647,https://cdn.rebrickable.com/media/sets/41055-1.jpg,2,59.99,1,4.4,December 2016,114.86
41056-1,Heartlake News Van,2014,494,278,https://cdn.rebrickable.com/media/sets/41056-1.jpg,0,19.99,0,4.5,December 2015,32.25
41057-1,Heartlake Horse Show,2014,494,374,https://cdn.rebrickable.com/media/sets/41057-1.jpg,0,34.99,0,4.5,November 2015,163.37
41058-1,Heartlake Shopping Mall,2014,494,1162,https://cdn.rebrickable.com/media/sets/41058-1.jpg,0,79.99,0,4.3,November 2015,161.82
41059-1,Jungle Tree Sanctuary,2014,494,320,https://cdn.rebrickable.com/media/sets/41059-1.jpg,0,24.99,0,4.5,December 2015,50.74
41062-1,Elsa's Sparkling Ice Castle,2015,687,292,https://cdn.rebrickable.com/media/sets/41062-1.jpg,3,34.99,1,4.4,November 2016,52.74
41063-1,Ariel's Undersea Palace,2015,579,379,https://cdn.rebrickable.com/media/sets/41063-1.jpg,2,49.99,2,4.7,November 2016,144.14
41067-1,Belle's Enchanted Castle,2016,579,374,https://cdn.rebrickable.com/media/sets/41067-1.jpg,0,49.99,0,4.6,December 2017,84.55
41068-1,Arendelle Castle Celebration,2016,687,477,https://cdn.rebrickable.com/media/sets/41068-1.jpg,6,49.99,2,4.5,November 2017,62.55
41072-1,Naida's Spa Secret,2015,600,249,https://cdn.rebrickable.com/media/sets/41072-1.jpg,0,17.99,0,4.5,December 2015,44.11
41073-1,Naida's Epic Adventure Ship,2015,600,312,https://cdn.rebrickable.com/media/sets/41073-1.jpg,0,24.99,0,4.7,December 2016,62.53
41074-1,Azari and the Magical Bakery,2015,600,324,https://cdn.rebrickable.com/media/sets/41074-1.jpg,0,24.99,0,4.7,December 2015,71.77
41075-1,The Elves' Treetop Hideaway,2015,600,517,https://cdn.rebrickable.com/media/sets/41075-1.jpg,0,39.99,0,4.6,December 2016,107.91
41077-1,Aira's Pegasus Sleigh,2015,600,319,https://cdn.rebrickable.com/media/sets/41077-1.jpg,0,34.99,0,4.7,December 2016,50.43
41078-1,Skyra's Mysterious Sky Castle,2015,600,814,https://cdn.rebrickable.com/media/sets/41078-1.jpg,0,74.99,0,4.7,November 2016,208.66
41085-1,Vet Clinic,2015,494,201,https://cdn.rebrickable.com/media/sets/41085-1.jpg,0,17.99,0,4.5,November 2015,46.44
41093-1,Heartlake Hair Salon,2015,494,341,https://cdn.rebrickable.com/media/sets/41093-1.jpg,0,24.99,0,4.2,December 2016,36.03
41094-1,Heartlake Lighthouse,2015,494,475,https://cdn.rebrickable.com/media/sets/41094-1.jpg,0,39.99,0,4.6,November 2016,44.32
41095-1,Emma's House,2015,494,728,https://cdn.rebrickable.com/media/sets/41095-1.jpg,0,59.99,0,4.6,November 2016,132.71
41097-1,Heartlake Hot Air Balloon,2015,494,254,https://cdn.rebrickable.com/media/sets/41097-1.jpg,0,24.99,0,4.2,February 2017,30.12
41100-1,Heartlake Private Jet,2015,494,230,https://cdn.rebrickable.com/media/sets/41100-1.jpg,0,19.99,0,4.5,December 2016,83.79
41101-1,Heartlake Grand Hotel,2015,494,1572,https://cdn.rebrickable.com/media/sets/41101-1.jpg,0,99.99,0,4.5,November 2017,224.09
41102-1,Friends Advent Calendar 2015,2015,216,252,https://cdn.rebrickable.com/media/sets/41102-1.jpg,0,19.99,0,4.5,December 2015,32.14
41104-1,Pop Star Dressing Room,2015,494,298,https://cdn.rebrickable.com/media/sets/41104-1.jpg,0,24.99,0,4.6,November 2016,64.09
41105-1,Pop Star Show Stage,2015,494,446,https://cdn.rebrickable.com/media/sets/41105-1.jpg,0,34.99,0,4.3,December 2016,58.59
41106-1,Pop Star Tour Bus,2015,494,682,https://cdn.rebrickable.com/media/sets/41106-1.jpg,0,49.99,0,4.5,November 2016,131.22
41107-1,Pop Star Limousine,2015,494,266,https://cdn.rebrickable.com/media/sets/41107-1.jpg,0,19.99,0,4.6,January 2017,62.77
41108-1,Heartlake Food Market,2015,494,392,https://cdn.rebrickable.com/media/sets/41108-1.jpg,0,34.99,0,4.3,December 2016,61.47
41109-1,Heartlake City Airport,2015,494,692,https://cdn.rebrickable.com/media/sets/41109-1.jpg,0,74.99,0,4.4,December 2016,145.45
41118-1,Heartlake Supermarket,2016,494,316,https://cdn.rebrickable.com/media/sets/41118-1.jpg,0,29.99,0,4.5,November 2017,106.68
41119-1,Heartlake Cupcake Cafe,2016,494,443,https://cdn.rebrickable.com/media/sets/41119-1.jpg,0,34.99,0,4.3,November 2017,54.34
41121-1,Adventure Camp Rafting,2016,494,320,https://cdn.rebrickable.com/media/sets/41121-1.jpg,0,24.99,0,4.5,November 2016,44.35
41122-1,Adventure Camp Tree House,2016,494,726,https://cdn.rebrickable.com/media/sets/41122-1.jpg,0,59.99,0,4.4,November 2016,131.32
41124-1,Heartlake Puppy Daycare,2016,494,286,https://cdn.rebrickable.com/media/sets/41124-1.jpg,0,24.99,0,4.4,November 2017,41.56
41125-1,Horse Vet Trailer,2016,494,379,https://cdn.rebrickable.com/media/sets/41125-1.jpg,0,34.99,0,4.6,November 2017,99.00
41126-1,Heartlake Riding Club,2016,494,590,https://cdn.rebrickable.com/media/sets/41126-1.jpg,0,49.99,0,4.5,November 2017,149.22
41129-1,Amusement Park Hot Dog Van,2016,494,243,https://cdn.rebrickable.com/media/sets/41129-1.jpg,0,24.99,0,4.5,November 2017,35.60
41130-1,Amusement Park Roller Coaster,2016,494,1124,https://cdn.rebrickable.com/media/sets/41130-1.jpg,0,89.99,0,4.3,November 2017,164.13
41131-1,Friends Advent Calendar 2016,2016,216,234,https://cdn.rebrickable.com/media/sets/41131-1.jpg,0,19.99,0,4.5,November 2016,35.56
41133-1,Amusement Park Bumper Cars,2016,494,424,https://cdn.rebrickable.com/media/sets/41133-1.jpg,0,34.99,0,4.5,November 2017,53.61
41134-1,Heartlake Performance School,2016,494,774,https://cdn.rebrickable.com/media/sets/41134-1.jpg,0,69.99,0,4.5,December 2017,106.92
41135-1,Livi's Pop Star House,2016,494,613,https://cdn.rebrickable.com/media/sets/41135-1.jpg,0,49.99,0,4.6,December 2016,154.46
41145-1,Ariel and the Magical Spell,2017,579,222,https://cdn.rebrickable.com/media/sets/41145-1.jpg,2,24.99,2,4.8,December 2018,80.29
41146-1,Cinderella's Enchanted Evening,2017,579,351,https://cdn.rebrickable.com/media/sets/41146-1.jpg,2,39.99,2,4.2,December 2018,44.73
41148-1,Elsa's Magical Ice Palace,2017,687,701,https://cdn.rebrickable.com/media/sets/41148-1.jpg,7,64.99,1,4.4,October 2018,91.92
41149-1,Moana's Island Adventure,2016,579,205,https://cdn.rebrickable.com/media/sets/41149-1.jpg,1,24.99,1,4.7,December 2017,48.94
41150-1,Moana's Ocean Voyage,2016,579,307,https://cdn.rebrickable.com/media/sets/41150-1.jpg,2,39.99,2,4.5,January 2019,77.32
41152-1,Sleeping Beauty's Fairytale Castle,2018,579,322,https://cdn.rebrickable.com/media/sets/41152-1.jpg,3,29.99,3,4.8,November 2018,82.61
41153-1,Ariel's Royal Celebration Boat,2018,579,380,https://cdn.rebrickable.com/media/sets/41153-1.jpg,2,44.99,2,4.2,January 2020,54.59
41154-1,Cinderella's Dream Castle,2018,579,586,https://cdn.rebrickable.com/media/sets/41154-1.jpg,2,69.99,1,4.8,November 2019,97.04
41157-1,Rapunzel's Travelling Caravan,2018,579,323,https://cdn.rebrickable.com/media/sets/41157-1.jpg,2,34.99,2,4.5,September 2019,38.28
41162-1,"Ariel, Aurora, and Tiana's Royal Celebration",2019,579,282,https://cdn.rebrickable.com/media/sets/41162-1.jpg,3,39.99,3,4.7,December 2019,58.79
41164-1,Enchanted Treehouse,2019,687,302,https://cdn.rebrickable.com/media/sets/41164-1.jpg,3,44.99,1,4.5,November 2020,40.04
41167-1,Arendelle Castle Village,2019,687,521,https://cdn.rebrickable.com/media/sets/41167-1.jpg,3,74.99,2,4.6,December 2021,75.08
41172-1,The Water Dragon Adventure,2016,600,212,https://cdn.rebrickable.com/media/sets/41172-1.jpg,0,17.99,0,4.7,November 2017,76.21
41173-1,Elvendale School of Dragons,2016,600,231,https://cdn.rebrickable.com/media/sets/41173-1.jpg,0,17.99,0,4.8,December 2016,72.13
41174-1,The Starlight Inn,2016,600,347,https://cdn.rebrickable.com/media/sets/41174-1.jpg,0,24.99,0,4.7,November 2016,135.20
41175-1,Fire Dragon's Lava Cave,2016,600,441,https://cdn.rebrickable.com/media/sets/41175-1.jpg,0,34.99,0,4.8,November 2017,141.19
41176-1,The Secret Market Place,2016,600,701,https://cdn.rebrickable.com/media/sets/41176-1.jpg,0,49.99,0,4.7,November 2016,226.79
41177-1,The Precious Crystal Mine,2016,600,273,https://cdn.rebrickable.com/media/sets/41177-1.jpg,0,24.99,0,4.7,December 2016,80.71
41178-1,The Dragon Sanctuary,2016,600,588,https://cdn.rebrickable.com/media/sets/41178-1.jpg,0,34.99,0,4.8,December 2016,326.13
41179-1,Queen Dragon's Rescue,2016,600,836,https://cdn.rebrickable.com/media/sets/41179-1.jpg,0,59.99,0,4.8,November 2017,200.35
41180-1,Ragana's Magic Shadow Castle,2016,600,1016,https://cdn.rebrickable.com/media/sets/41180-1.jpg,0,74.99,0,4.7,December 2017,205.57
41182-1,The Capture of Sophie Jones,2017,600,226,https://cdn.rebrickable.com/media/sets/41182-1.jpg,0,17.99,0,4.5,January 2018,27.02
41183-1,The Goblin King's Evil Dragon,2017,600,339,https://cdn.rebrickable.com/media/sets/41183-1.jpg,0,24.99,0,4.7,November 2018,76.15
41184-1,Aira's Airship & the Amulet Chase,2017,600,343,https://cdn.rebrickable.com/media/sets/41184-1.jpg,0,39.99,0,4.6,November 2017,49.64
41185-1,Magic Rescue from the Goblin Village,2017,600,637,https://cdn.rebrickable.com/media/sets/41185-1.jpg,0,54.99,0,4.5,January 2018,86.87
41187-1,Rosalyn's Healing Hideout,2017,600,460,https://cdn.rebrickable.com/media/sets/41187-1.jpg,0,39.99,0,4.8,December 2018,118.72
41188-1,Breakout from the Goblin King's Fortress,2017,600,696,https://cdn.rebrickable.com/media/sets/41188-1.jpg,0,64.99,0,4.5,December 2018,69.54
41191-1,Naida & the Water Turtle Ambush,2018,600,205,https://cdn.rebrickable.com/media/sets/41191-1.jpg,0,19.99,0,4.7,December 2018,46.14
41192-1,Azari & the Fire Lion Capture,2018,600,360,https://cdn.rebrickable.com/media/sets/41192-1.jpg,0,24.99,0,4.8,December 2018,79.00
41193-1,Aira & the Song of the Wind Dragon,2018,600,451,https://cdn.rebrickable.com/media/sets/41193-1.jpg,0,39.99,0,4.8,January 2019,136.35
41194-1,Noctura's Tower & the Earth Fox Rescue,2018,600,648,https://cdn.rebrickable.com/media/sets/41194-1.jpg,0,49.99,0,4.7,December 2018,144.42
41195-1,Emily & Noctura's Showdown,2018,600,652,https://cdn.rebrickable.com/media/sets/41195-1.jpg,0,44.99,0,4.8,December 2018,128.04
41196-1,The Elvenstar Tree Bat Attack,2018,600,883,https://cdn.rebrickable.com/media/sets/41196-1.jpg,0,69.99,0,4.7,November 2018,136.77
41230-1,Batgirl Batjet Chase,2017,617,206,https://cdn.rebrickable.com/media/sets/41230-1.jpg,0,19.99,0,4.3,November 2017,27.63
41231-1,Harley Quinn to the rescue,2016,617,217,https://cdn.rebrickable.com/media/sets/41231-1.jpg,0,24.99,0,4.1,March 2018,21.80
41232-1,Super Hero High School,2017,617,712,https://cdn.rebrickable.com/media/sets/41232-1.jpg,0,74.99,0,4.2,March 2018,74.11
41237-1,Batgirl Secret Bunker,2017,617,351,https://cdn.rebrickable.com/media/sets/41237-1.jpg,0,39.99,0,4.4,December 2017,50.99
41238-1,Lena Luthor Kryptomite Factory,2017,617,432,https://cdn.rebrickable.com/media/sets/41238-1.jpg,0,54.99,0,4.6,April 2018,75.70
41239-1,Eclipso Dark Palace,2017,617,1079,https://cdn.rebrickable.com/media/sets/41239-1.jpg,0,99.99,0,4.5,April 2018,107.53
41252-1,Poppy's Hot Air Balloon Adventure,2020,682,260,https://cdn.rebrickable.com/media/sets/41252-1.jpg,3,29.99,2,4.6,December 2021,26.78
41254-1,Volcano Rock City Concert,2020,682,397,https://cdn.rebrickable.com/media/sets/41254-1.jpg,3,34.99,3,4.6,October 2021,39.10
41255-1,Pop Village Celebration,2020,682,385,https://cdn.rebrickable.com/media/sets/41255-1.jpg,5,44.99,4,4.5,October 2021,46.37
41256-1,Rainbow Caterbus,2020,682,405,https://cdn.rebrickable.com/media/sets/41256-1.jpg,6,34.99,5,4.8,January 2021,39.61
41258-1,Vibe City Concert,2020,682,504,https://cdn.rebrickable.com/media/sets/41258-1.jpg,5,54.99,5,4.6,November 2021,58.46
41312-1,Heartlake Sports Center,2017,494,328,https://cdn.rebrickable.com/media/sets/41312-1.jpg,0,39.99,0,4.6,December 2017,44.72
41313-1,Heartlake Summer Pool,2017,494,589,https://cdn.rebrickable.com/media/sets/41313-1.jpg,0,54.99,0,4.5,July 2019,56.73
41314-1,Stephanie's House,2017,494,640,https://cdn.rebrickable.com/media/sets/41314-1.jpg,0,64.99,0,4.6,November 2019,129.13
41316-1,Andrea's Speedboat Transporter,2017,494,309,https://cdn.rebrickable.com/media/sets/41316-1.jpg,0,24.99,0,4.4,January 2019,34.82
41317-1,Sunshine Catamaran,2017,494,603,https://cdn.rebrickable.com/media/sets/41317-1.jpg,0,64.99,0,4.2,November 2018,68.88
41318-1,Heartlake Hospital,2017,494,880,https://cdn.rebrickable.com/media/sets/41318-1.jpg,0,84.99,0,4.6,October 2018,217.77
41319-1,Snow Resort Hot Chocolate Van,2017,494,246,https://cdn.rebrickable.com/media/sets/41319-1.jpg,0,19.99,0,4.6,January 2019,36.37
41320-1,Heartlake Frozen Yogurt Shop,2017,494,370,https://cdn.rebrickable.com/media/sets/41320-1.jpg,0,39.99,0,4.2,January 2019,44.41
41322-1,Snow Resort Ice Rink,2017,494,307,https://cdn.rebrickable.com/media/sets/41322-1.jpg,0,24.99,0,4.4,February 2019,41.51
41323-1,Snow Resort Chalet,2017,494,402,https://cdn.rebrickable.com/media/sets/41323-1.jpg,0,39.99,0,4.5,November 2018,68.13
41324-1,Snow Resort Ski Lift,2017,494,585,https://cdn.rebrickable.com/media/sets/41324-1.jpg,0,54.99,0,4.7,February 2019,137.17
41325-1,Heartlake City Playground,2017,494,326,https://cdn.rebrickable.com/media/sets/41325-1.jpg,0,39.99,0,4.8,November 2018,126.45
41326-1,Friends Advent Calendar 2017,2017,216,217,https://cdn.rebrickable.com/media/sets/41326-1.jpg,0,19.99,0,4.5,November 2017,44.10
41332-1,Emma's Art Stand,2018,494,211,https://cdn.rebrickable.com/media/sets/41332-1.jpg,0,17.99,0,4.8,August 2019,32.50
41333-1,Olivia's Mission Vehicle,2018,494,223,https://cdn.rebrickable.com/media/sets/41333-1.jpg,0,14.99,0,4.7,January 2020,25.25
41334-1,Andrea's Park Performance,2018,494,229,https://cdn.rebrickable.com/media/sets/41334-1.jpg,0,19.99,0,4.4,February 2019,26.56
41335-1,Mia's Tree House,2018,494,351,https://cdn.rebrickable.com/media/sets/41335-1.jpg,0,24.99,0,4.7,December 2020,36.20
41336-1,Emma's Art Caf�,2018,494,378,https://cdn.rebrickable.com/media/sets/41336-1.jpg,0,29.99,0,4.7,July 2019,44.37
41337-1,Underwater Loop,2019,494,389,https://cdn.rebrickable.com/media/sets/41337-1.jpg,0,24.99,0,4.6,December 2020,25.66
41338-1,Stephanie's Sports Arena,2018,494,460,https://cdn.rebrickable.com/media/sets/41338-1.jpg,0,39.99,0,4.6,July 2019,47.26
41339-1,Mia's Camper Van,2018,494,489,https://cdn.rebrickable.com/media/sets/41339-1.jpg,0,49.99,0,4.8,December 2019,98.11
41340-1,Friendship House,2018,494,730,https://cdn.rebrickable.com/media/sets/41340-1.jpg,0,59.99,0,4.7,March 2020,124.98
41343-1,Heartlake City Airplane Tour,2018,494,331,https://cdn.rebrickable.com/media/sets/41343-1.jpg,0,29.99,0,4.6,August 2019,35.00
41344-1,Andrea's Accessories Store,2018,494,294,https://cdn.rebrickable.com/media/sets/41344-1.jpg,0,24.99,0,4.7,January 2020,31.86
41345-1,Heartlake City Pet Center,2018,494,483,https://cdn.rebrickable.com/media/sets/41345-1.jpg,0,54.99,0,4.8,November 2019,99.26
41346-1,Friendship Box,2018,494,563,https://cdn.rebrickable.com/media/sets/41346-1.jpg,0,44.99,0,4.3,June 2020,38.41
41347-1,Heartlake City Resort,2018,494,1019,https://cdn.rebrickable.com/media/sets/41347-1.jpg,0,89.99,0,4.8,February 2020,155.55
41348-1,Service & Care Truck,2018,494,255,https://cdn.rebrickable.com/media/sets/41348-1.jpg,0,14.99,0,4.4,August 2019,19.91
41349-1,Drifting Diner,2018,494,345,https://cdn.rebrickable.com/media/sets/41349-1.jpg,0,24.99,0,4.5,August 2019,37.05
41350-1,Spinning Brushes Car Wash,2018,494,325,https://cdn.rebrickable.com/media/sets/41350-1.jpg,0,24.99,0,4.7,July 2019,34.62
41351-1,Creative Tuning Shop,2018,494,421,https://cdn.rebrickable.com/media/sets/41351-1.jpg,0,39.99,0,4.4,January 2020,31.64
41352-1,The Big Race Day,2018,494,648,https://cdn.rebrickable.com/media/sets/41352-1.jpg,0,49.99,0,4.5,September 2019,53.92
41353-1,Friends Advent Calendar 2018,2018,216,500,https://cdn.rebrickable.com/media/sets/41353-1.jpg,0,22.99,0,4.5,June 2019,29.82
41365-1,Emma's Art Studio,2019,494,235,https://cdn.rebrickable.com/media/sets/41365-1.jpg,0,19.99,0,4.8,December 2019,52.87
41366-1,Olivia's Cupcake Cafe,2019,494,335,https://cdn.rebrickable.com/media/sets/41366-1.jpg,0,24.99,0,4.4,November 2020,29.45
41367-1,Stephanie's Horse Jumping,2019,494,352,https://cdn.rebrickable.com/media/sets/41367-1.jpg,0,34.99,0,4.6,November 2020,43.80
41368-1,Andrea's Talent Show,2019,494,492,https://cdn.rebrickable.com/media/sets/41368-1.jpg,0,44.99,0,4.5,March 2020,45.81
41369-1,Mia's House,2019,494,725,https://cdn.rebrickable.com/media/sets/41369-1.jpg,0,59.99,0,4.7,December 2020,66.08
41371-1,Mia's Horse Trailer,2019,494,216,https://cdn.rebrickable.com/media/sets/41371-1.jpg,0,24.99,0,4.7,January 2021,30.79
41372-1,Stephanie's Gymnastics Show,2019,494,242,https://cdn.rebrickable.com/media/sets/41372-1.jpg,0,24.99,0,4.7,July 2020,83.68
41373-1,Funny Octopus Ride,2019,494,324,https://cdn.rebrickable.com/media/sets/41373-1.jpg,0,34.99,0,4.6,December 2020,34.95
41374-1,Andrea's Pool Party,2019,494,468,https://cdn.rebrickable.com/media/sets/41374-1.jpg,0,44.99,0,4.7,December 2020,44.96
41375-1,Heartlake City Amusement Pier,2019,494,1267,https://cdn.rebrickable.com/media/sets/41375-1.jpg,0,119.99,0,4.7,January 2021,107.64
41376-1,Turtles Rescue Mission,2019,494,225,https://cdn.rebrickable.com/media/sets/41376-1.jpg,0,17.99,0,4.7,June 2020,26.50
41378-1,Dolphins Rescue Mission,2019,494,374,https://cdn.rebrickable.com/media/sets/41378-1.jpg,0,34.99,0,4.6,December 2020,38.39
41379-1,Heartlake City Restaurant,2019,494,640,https://cdn.rebrickable.com/media/sets/41379-1.jpg,0,54.99,0,4.6,March 2021,54.20
41380-1,Lighthouse Rescue Center,2019,494,622,https://cdn.rebrickable.com/media/sets/41380-1.jpg,0,54.99,0,4.7,February 2021,52.12
41381-1,Rescue Mission Boat,2019,494,928,https://cdn.rebrickable.com/media/sets/41381-1.jpg,0,84.99,0,4.7,January 2021,85.25
41382-1,Friends Advent Calendar 2019,2019,216,330,https://cdn.rebrickable.com/media/sets/41382-1.jpg,0,22.99,0,4.6,November 2019,30.89
41391-1,Heartlake City Hair Salon,2020,494,235,https://cdn.rebrickable.com/media/sets/41391-1.jpg,0,17.99,0,4.6,November 2021,23.23
41393-1,Baking Competition,2020,494,361,https://cdn.rebrickable.com/media/sets/41393-1.jpg,0,34.99,0,4.6,November 2022,40.44
41394-1,Heartlake City Hospital,2020,494,388,https://cdn.rebrickable.com/media/sets/41394-1.jpg,0,54.99,0,4.6,November 2021,65.88
41395-1,Friendship Bus,2020,494,778,https://cdn.rebrickable.com/media/sets/41395-1.jpg,0,64.99,0,4.6,November 2022,74.70
41420-1,Friends Advent Calendar 2020,2020,216,236,https://cdn.rebrickable.com/media/sets/41420-1.jpg,0,19.99,0,4.7,January 2021,31.28
41421-1,Baby Elephant Jungle Rescue,2020,494,203,https://cdn.rebrickable.com/media/sets/41421-1.jpg,0,17.99,0,4.5,November 2021,19.96
41422-1,Panda Jungle Tree House,2020,494,265,https://cdn.rebrickable.com/media/sets/41422-1.jpg,0,24.99,0,4.7,March 2022,37.74
41423-1,Tiger Hot Air Balloon Jungle Rescue,2020,494,302,https://cdn.rebrickable.com/media/sets/41423-1.jpg,0,34.99,0,4.6,October 2021,40.77
41424-1,Jungle Rescue Base,2020,494,657,https://cdn.rebrickable.com/media/sets/41424-1.jpg,0,74.99,0,4.6,March 2022,84.27
41426-1,Heartlake City Park Caf�,2020,494,224,https://cdn.rebrickable.com/media/sets/41426-1.jpg,0,17.99,0,4.4,November 2021,27.67
41427-1,Emma's Fashion Shop,2020,494,343,https://cdn.rebrickable.com/media/sets/41427-1.jpg,0,24.99,0,4.7,November 2021,34.00
41428-1,Beach House,2020,494,444,https://cdn.rebrickable.com/media/sets/41428-1.jpg,0,44.99,0,4.6,November 2021,45.19
41429-1,Heartlake City Airplane,2020,494,574,https://cdn.rebrickable.com/media/sets/41429-1.jpg,0,59.99,0,4.7,September 2021,83.81
41430-1,Summer Fun Water Park,2020,494,1012,https://cdn.rebrickable.com/media/sets/41430-1.jpg,0,89.99,0,4.7,October 2021,115.96
41431-1,Heartlake City Brick Box,2020,494,336,https://cdn.rebrickable.com/media/sets/41431-1.jpg,0,34.99,0,4.6,October 2021,55.13
41432-1,Alpaca Rescue in the Jungle,2020,494,512,https://cdn.rebrickable.com/media/sets/41432-1.jpg,0,54.99,0,4.6,January 2022,71.45
41433-1,Party Boat,2020,494,640,https://cdn.rebrickable.com/media/sets/41433-1.jpg,0,74.99,0,4.6,September 2021,72.67
41453-1,Party Time,2018,625,214,https://cdn.rebrickable.com/media/sets/41453-1.jpg,4,29.99,3,4.5,August 2018,19.41
41454-1,Dr. Fox Laboratory,2018,625,359,https://cdn.rebrickable.com/media/sets/41454-1.jpg,4,34.99,1,4.4,August 2018,33.34
41455-1,Unikingdom Creative Brick Box,2018,625,443,https://cdn.rebrickable.com/media/sets/41455-1.jpg,17,39.99,10,4.7,August 2018,62.40
41456-1,Unikingdom Fairground Fun,2018,625,515,https://cdn.rebrickable.com/media/sets/41456-1.jpg,6,39.99,0,4.8,August 2018,85.83
41496-1,Supergirl & Martian Manhunter,2017,610,231,https://cdn.rebrickable.com/media/sets/41496-1.jpg,0,31.6,0,4.9,July 2017,332.12
41498-1,Boba Fett & Han Solo in Carbonite,2017,610,329,https://cdn.rebrickable.com/media/sets/41498-1.jpg,0,31.59,0,5.0,October 2017,509.98
41597-1,Go Brick Me,2018,610,708,https://cdn.rebrickable.com/media/sets/41597-1.jpg,0,25.99,0,4.9,January 2019,52.27
41610-1,Tactical Batman & Superman,2018,610,209,https://cdn.rebrickable.com/media/sets/41610-1.jpg,0,17.99,0,4.9,January 2019,67.10
41611-1,Marty McFly & Doc Brown,2018,610,240,https://cdn.rebrickable.com/media/sets/41611-1.jpg,0,17.99,0,4.8,November 2018,54.96
41614-1,Owen & Blue,2018,610,234,https://cdn.rebrickable.com/media/sets/41614-1.jpg,0,17.99,0,4.7,April 2019,25.56
41618-1,Anna & Olaf,2018,610,201,https://cdn.rebrickable.com/media/sets/41618-1.jpg,0,14.99,0,4.8,January 2019,39.06
41621-1,Ron Weasley & Albus Dumbledore,2018,610,245,https://cdn.rebrickable.com/media/sets/41621-1.jpg,0,17.99,0,4.9,January 2019,62.93
41622-1,Peter Venkman & Slimer,2018,610,228,https://cdn.rebrickable.com/media/sets/41622-1.jpg,0,17.99,0,4.9,January 2019,66.72
41623-1,Ariel & Ursula,2018,610,361,https://cdn.rebrickable.com/media/sets/41623-1.jpg,0,17.99,0,4.9,March 2019,113.83
41627-1,Luke Skywalker & Yoda,2018,610,215,https://cdn.rebrickable.com/media/sets/41627-1.jpg,0,14.99,0,4.9,April 2019,56.58
41631-1,Newt Scamander & Gellert Grindelwald,2018,610,247,https://cdn.rebrickable.com/media/sets/41631-1.jpg,0,17.99,0,4.9,February 2019,48.34
41632-1,Homer Simpson & Krusty the Clown,2018,610,215,https://cdn.rebrickable.com/media/sets/41632-1.jpg,0,17.99,0,4.9,December 2018,81.52
4182-1,The Cannibal Escape,2011,263,280,https://cdn.rebrickable.com/media/sets/4182-1.jpg,4,26.99,3,4.7,December 2012,92.95
4183-1,The Mill,2011,263,368,https://cdn.rebrickable.com/media/sets/4183-1.jpg,4,40.99,2,4.8,July 2012,144.45
4184-1,Black Pearl,2011,263,805,https://cdn.rebrickable.com/media/sets/4184-1.jpg,6,84.99,4,4.8,September 2012,924.52
41904-1,Animal Picture Holders,2020,688,425,https://cdn.rebrickable.com/media/sets/41904-1.jpg,0,12.99,0,4.7,April 2021,15.61
41905-1,Rainbow Jewelry Stand,2020,688,215,https://cdn.rebrickable.com/media/sets/41905-1.jpg,0,12.99,0,4.7,April 2021,21.72
41907-1,Desk Organizer,2020,688,407,https://cdn.rebrickable.com/media/sets/41907-1.jpg,0,17.99,0,4.5,September 2021,21.53
41913-1,Mega Pack,2020,688,282,https://cdn.rebrickable.com/media/sets/41913-1.jpg,0,19.99,0,4.6,March 2022,27.00
41915-1,Jewelry Box,2020,688,376,https://cdn.rebrickable.com/media/sets/41915-1.jpg,0,17.99,0,4.7,October 2021,23.85
4193-1,The London Escape,2011,263,468,https://cdn.rebrickable.com/media/sets/4193-1.jpg,5,46.99,2,4.8,July 2012,142.66
4194-1,Whitecap Bay,2011,263,751,https://cdn.rebrickable.com/media/sets/4194-1.jpg,6,71.99,3,4.3,November 2012,203.89
4195-1,Queen Anne's Revenge,2011,263,1097,https://cdn.rebrickable.com/media/sets/4195-1.jpg,9,102.99,4,4.7,October 2012,665.23
42000-1,Grand Prix Racer,2013,1,1141,https://cdn.rebrickable.com/media/sets/42000-1.jpg,0,79.99,0,4.6,December 2014,232.40
42004-1,Mini Backhoe Loader,2013,1,246,https://cdn.rebrickable.com/media/sets/42004-1.jpg,0,17.99,0,4.7,December 2014,75.27
42005-1,Monster Truck,2013,1,329,https://cdn.rebrickable.com/media/sets/42005-1.jpg,0,34.99,0,4.5,January 2015,134.48
42006-1,Excavator,2013,1,720,https://cdn.rebrickable.com/media/sets/42006-1.jpg,0,49.99,0,4.7,December 2014,187.20
42007-1,Moto Cross Bike,2013,1,253,https://cdn.rebrickable.com/media/sets/42007-1.jpg,0,24.99,0,4.7,December 2014,161.59
