,id,theme,name,year of release,# of pieces,# of minifigures,Secondary market prices of new sets in 2015,Secondary market prices of used sets in 2015,Primary market price at release,age,Size group (1 - Biggest; 4 - Smallest),Profit Margin,Full Retirement Date,Years Since Retirement,Yearly Average Returns
445,40000,Seasonal,Cool Santa Set,2009,152,0.0,23.41,13.33,9.99,6,4,2.3433433433433435,2009-12-17T00:00:00Z,6.043835616438356,1.1513099399792452
446,4000010,Architecture,LEGO House,2014,250,1.0,69.58,0.0,150.0,1,4,0.46386666666666665,,,
447,40001,Seasonal,Santa Claus,2009,42,0.0,12.27,5.0,4.99,6,4,2.4589178356713424,2009-12-15T00:00:00Z,6.049315068493151,1.1603609385877756
448,40002,Seasonal,Xmas Tree,2009,61,0.0,6.86,6.0,4.99,6,4,1.374749498997996,2009-12-10T00:00:00Z,6.063013698630137,1.0538961849494504
449,40003,Seasonal,Snowman,2009,44,0.0,9.05,6.67,4.99,6,4,1.8136272545090182,2010-01-06T00:00:00Z,5.989041095890411,1.1045113640719062
450,40004,Seasonal,Heart,2010,26,0.0,15.0,4.21,4.99,5,4,3.006012024048096,2010-05-13T00:00:00Z,5.641095890410959,1.2154403843564612
451,40005,Seasonal,Bunny,2010,81,0.0,18.81,5.79,9.99,5,4,1.8828828828828827,2010-10-20T00:00:00Z,5.2027397260273975,1.1293350452023903
452,40008,Seasonal,Snowman Building Set,2010,64,0.0,10.23,0.0,4.99,5,4,2.0501002004008018,2010-11-25T00:00:00Z,5.104109589041096,1.1510207403776815
453,40009,Seasonal,Holiday Building Set,2010,85,0.0,11.0,8.14,4.99,5,4,2.2044088176352705,2010-11-18T00:00:00Z,5.123287671232877,1.1668263276455082
454,40010,Seasonal,Santa with Sleigh Building Set,2010,71,0.0,14.82,10.8,4.99,5,4,2.969939879759519,2012-11-29T00:00:00Z,3.0904109589041098,1.422238480306459
455,40011,Seasonal,Thanksgiving Turkey,2010,53,0.0,10.91,3.75,4.99,5,4,2.186372745490982,2011-01-07T00:00:00Z,4.986301369863014,1.1698535644085741
456,40012,Seasonal,Halloween Pumpkin,2010,18,0.0,5.39,6.75,1.99,5,4,2.708542713567839,2011-01-04T00:00:00Z,4.994520547945205,1.220793161928766
457,40013,Seasonal,Halloween Ghost,2010,18,0.0,5.75,2.75,1.99,5,4,2.8894472361809047,2011-01-07T00:00:00Z,4.986301369863014,1.2371323075282266
458,40014,Seasonal,Halloween Bat,2010,25,0.0,6.04,0.0,1.99,5,4,3.0351758793969847,2011-01-04T00:00:00Z,4.994520547945205,1.248942868530081
459,40015,Seasonal,Heart Book,2011,51,0.0,13.12,10.17,4.99,4,4,2.6292585170340677,2011-02-24T00:00:00Z,4.854794520547945,1.2203322144747053
460,40016,Seasonal,Valentine Letter Set,2011,41,0.0,12.47,8.4,4.99,4,4,2.498997995991984,2011-02-24T00:00:00Z,4.854794520547945,1.2076263869076083
461,40017,Seasonal,Easter Basket,2011,86,0.0,23.73,10.0,4.99,4,4,4.755511022044088,2011-04-16T00:00:00Z,4.715068493150685,1.3919513015570002
462,40018,Seasonal,Easter Bunny,2011,95,0.0,12.0,4.5,4.99,4,4,2.4048096192384767,2011-04-10T00:00:00Z,4.7315068493150685,1.2037632654511474
463,40019,Seasonal,Brickley The Sea Serpent,2011,59,0.0,8.36,5.45,3.99,4,4,2.095238095238095,,,
464,40020,Seasonal,Halloween Set,2011,71,0.0,15.62,7.95,4.99,4,4,3.130260521042084,2012-10-19T00:00:00Z,3.202739726027397,1.4280270085448377
465,40021,Seasonal,Spider Set,2011,54,0.0,6.46,2.33,4.99,4,4,1.2945891783567134,2011-11-21T00:00:00Z,4.115068493150685,1.0647535934592824
466,40022,Seasonal,Mini Santa Set,2011,72,0.0,11.8,0.0,4.99,4,4,2.364729458917836,2011-11-26T00:00:00Z,4.101369863013699,1.2334903622691826
467,40023,Seasonal,Holiday Stocking,2011,76,0.0,9.32,9.8,3.99,4,4,2.335839598997494,2011-11-28T00:00:00Z,4.095890410958904,1.2301393615184726
468,40024,Seasonal,Christmas Tree,2011,77,0.0,12.24,9.95,3.99,4,4,3.0676691729323307,2011-11-28T00:00:00Z,4.095890410958904,1.3147794782505475
469,40025,Creator,New York Taxi,2012,44,0.0,14.76,12.5,4.99,3,4,2.9579158316633265,,,
470,40026,Creator,Statue Of Liberty,2012,39,0.0,10.0,6.0,4.99,3,4,2.004008016032064,,,
471,40028,Harry Potter,Mini Hogwarts Express,2011,64,0.0,9.08,8.29,3.99,4,4,2.275689223057644,2012-09-05T00:00:00Z,3.3232876712328765,1.2807304377755873
472,40029,Seasonal,Valentine’s Day Box,2012,51,0.0,19.75,10.64,4.99,3,4,3.9579158316633265,2012-02-16T00:00:00Z,3.8767123287671232,1.42599109801793
473,40030,Seasonal,Duck with Ducklings,2012,51,0.0,16.82,6.0,4.99,3,4,3.370741482965932,2012-07-05T00:00:00Z,3.493150684931507,1.4160361588535013
474,40031,Seasonal,Bunny and Chick,2012,52,0.0,11.22,6.56,4.99,3,4,2.248496993987976,2012-09-03T00:00:00Z,3.328767123287671,1.2755941094125236
475,40032,Miscellaneous,Witch,2012,71,0.0,11.27,0.0,4.99,3,4,2.258517034068136,2012-11-06T00:00:00Z,3.1534246575342464,1.2948006039795674
476,40033,Miscellaneous,Turkey,2012,52,0.0,9.65,6.0,4.99,3,4,1.933867735470942,2013-01-03T00:00:00Z,2.9945205479452053,1.2463794876686056
477,40034,Miscellaneous,Christmas Train,2012,82,0.0,39.12,11.73,4.99,3,4,7.839679358717434,2012-11-23T00:00:00Z,3.106849315068493,1.9402037362814384
478,40035,Miscellaneous,Rocking Horse,2012,49,0.0,10.03,8.0,4.99,3,4,2.01002004008016,2012-11-26T00:00:00Z,3.0986301369863014,1.252707898042634
479,40048,Seasonal,Birthday Cake,2012,24,0.0,12.73,7.85,3.99,3,4,3.1904761904761902,,,
480,40051,Seasonal,Valentine’s Day Heart Box,2013,54,0.0,13.82,6.88,4.99,2,4,2.7695390781563125,2013-11-05T00:00:00Z,2.1561643835616437,1.6039197626663235
481,40052,Seasonal,Springtime Scene,2013,88,2.0,11.41,8.5,7.99,2,4,1.428035043804756,2013-11-05T00:00:00Z,2.1561643835616437,1.1796843051443004
482,40053,Seasonal,Easter Bunny with Basket,2013,96,0.0,18.47,0.0,4.99,2,4,3.701402805611222,2013-03-23T00:00:00Z,2.778082191780822,1.6017305727304425
483,40054,Seasonal,Summer Scene,2013,40,1.0,16.35,8.44,4.99,2,4,3.276553106212425,2013-11-05T00:00:00Z,2.1561643835616437,1.7339779102555757
484,40055,Seasonal,Halloween Pumpkin,2013,52,0.0,8.19,7.5,4.99,2,4,1.6412825651302603,2013-09-30T00:00:00Z,2.254794520547945,1.2457580083597968
485,40056,Seasonal,Thanksgiving Feast,2013,46,2.0,17.55,0.0,7.99,2,4,2.1964956195244056,2013-11-26T00:00:00Z,2.0986301369863014,1.4549060634481117
486,40057,Seasonal,Fall Scene,2013,72,3.0,15.76,0.0,7.99,2,4,1.9724655819774717,2013-10-12T00:00:00Z,2.221917808219178,1.3576018878574334
487,40058,Seasonal,Decorating the Tree,2013,110,2.0,12.09,12.99,7.99,2,4,1.5131414267834793,2014-01-17T00:00:00Z,1.9561643835616438,
488,40059,Seasonal,Santa Sleigh,2013,77,2.0,22.88,13.0,7.99,2,4,2.8635794743429286,2013-12-07T00:00:00Z,2.0684931506849313,1.6629909962528338
489,40076,Monster fighters,Zombie Car,2012,60,1.0,22.68,18.53,3.99,3,4,5.684210526315789,,,
490,40077,Miscellaneous,Geoffrey,2013,90,0.0,6.92,4.38,4.99,2,4,1.3867735470941882,,,
491,40085,Seasonal,Teddy Bear,2014,127,0.0,16.91,0.0,9.99,1,4,1.6926926926926926,2014-04-04T00:00:00Z,1.7452054794520548,
492,40086,Seasonal,Easter Bunny,2014,106,0.0,15.8,9.45,9.99,1,4,1.5815815815815817,2014-10-03T00:00:00Z,1.2465753424657535,
493,40090,Seasonal,Halloween Bat,2014,156,0.0,14.83,0.0,9.99,1,4,1.4844844844844844,2014-10-17T00:00:00Z,1.2082191780821918,
494,40091,Seasonal,Turkey,2014,125,0.0,17.69,0.0,9.99,1,4,1.770770770770771,2015-01-10T00:00:00Z,0.9753424657534246,
495,40092,Seasonal,Reindeer,2014,139,0.0,18.61,0.0,9.99,1,4,1.8628628628628627,2014-11-24T00:00:00Z,1.104109589041096,
496,40093,Seasonal,Snowman,2014,140,0.0,19.08,0.0,9.99,1,4,1.9099099099099097,2014-11-19T00:00:00Z,1.1178082191780823,
497,40106,Seasonal,Elves’ Workshop,2014,107,2.0,27.52,18.72,3.99,1,4,6.897243107769423,,,
498,40107,Seasonal,Ice Skating,2014,129,2.0,20.94,0.0,3.99,1,4,5.2481203007518795,,,
499,40108,Creator,Balloon Cart,2014,66,2.0,15.53,7.87,4.99,1,4,3.1122244488977953,,,
500,40110,City,Coin Bank,2014,122,1.0,24.73,0.0,14.99,1,4,1.6497665110073383,2016-02-20T00:00:00Z,-0.136986301369863,
501,40118,Miscellaneous,Buildable Brick Box 2x2,2014,203,1.0,31.56,0.0,16.99,1,4,1.8575632725132432,2015-01-28T00:00:00Z,0.9260273972602739,
502,40180,Miscellaneous,Bricktober Theater,2014,164,0.0,21.58,0.0,19.99,1,4,1.0795397698849425,,,
503,40181,Miscellaneous,Bricktober Pizza Place,2014,0,0.0,24.64,26.31,19.99,1,4,1.232616308154077,,,
504,40182,Miscellaneous,Bricktober Fire Station,2014,0,0.0,22.52,15.0,19.99,1,4,1.1265632816408204,,,
505,40183,Miscellaneous,Bricktober Town Hall,2014,0,0.0,22.86,19.95,19.99,1,4,1.1435717858929466,,,
506,4019,Creator,Aeroplane,2001,17,0.0,2.81,1.4,1.99,14,4,1.4120603015075377,,,
507,4023,Creator,Fun and Adventure,2003,55,1.0,10.13,0.0,3.99,12,4,2.5388471177944862,,,
508,4024,Creator,Advent Calendar,2003,24,0.0,35.77,25.11,14.99,12,4,2.3862575050033357,,,
509,4026,Creator,Create Your Dreams,2003,100,0.0,9.59,5.0,3.99,12,4,2.4035087719298245,,,
510,4027,Creator,Build and Imagine,2003,100,0.0,7.8,1.0,3.99,12,4,1.9548872180451127,,,
511,41000,Friends,Water Scooter Fun,2012,28,1.0,8.86,5.75,6.99,3,4,1.267525035765379,2014-11-29T00:00:00Z,1.0904109589041096,
512,41001,Friends,Mia’s Magic Tricks,2012,90,1.0,12.62,8.33,9.99,3,4,1.2632632632632632,2013-11-29T00:00:00Z,2.0904109589041098,1.1182840016245292
513,41002,Friends,Emma’s Karate Class,2012,93,1.0,14.67,18.8,9.99,3,4,1.4684684684684683,2013-11-29T00:00:00Z,2.0904109589041098,1.2017768612400803
514,41003,Friends,Olivia’s Newborn Foal,2012,70,1.0,16.88,7.59,9.99,3,4,1.6896896896896896,2014-10-03T00:00:00Z,1.2465753424657535,
515,41004,Friends,Rehearsal Stage,2012,198,1.0,20.37,15.0,19.99,3,4,1.0190095047523764,2015-01-01T00:00:00Z,1.0,
516,41005,Friends,Heartlake High,2013,487,3.0,82.09,45.25,49.99,2,3,1.642128425685137,2014-11-27T00:00:00Z,1.095890410958904,
517,41006,Friends,Downtown Bakery,2013,253,2.0,46.91,0.0,29.99,2,4,1.5641880626875624,2014-10-29T00:00:00Z,1.1753424657534246,
518,41007,Friends,Heartlake Pet Salon,2013,242,2.0,35.17,22.6,29.99,2,4,1.1727242414138048,2015-01-14T00:00:00Z,0.9643835616438357,
519,41008,Friends,Heartlake City Pool,2013,423,2.0,45.35,27.87,39.99,2,3,1.1340335083770943,2014-12-02T00:00:00Z,1.082191780821918,
520,41009,Friends,Andrea’s Bedroom,2013,75,1.0,15.76,9.5,9.99,2,4,1.5775775775775776,2014-06-15T00:00:00Z,1.547945205479452,
521,41010,Friends,Olivia’s Beach Buggy,2013,94,1.0,12.36,9.0,9.99,2,4,1.237237237237237,2014-06-21T00:00:00Z,1.5315068493150685,
522,41011,Miscellaneous,Stephanie’s Soccer Practice,2012,80,1.0,11.59,8.67,9.99,3,4,1.16016016016016,2013-12-02T00:00:00Z,2.0821917808219177,1.0739537859072308
523,41013,Friends,Emma’s Sports Car,2013,159,1.0,23.4,9.33,14.99,2,4,1.5610406937958639,2014-11-28T00:00:00Z,1.093150684931507,
524,41015,Friends,Dolphin Cruiser,2013,612,3.0,63.37,54.87,69.99,2,3,0.9054150592941849,2016-01-11T00:00:00Z,-0.0273972602739726,
525,41016,Friends,Advent Calendar,2013,213,2.0,44.72,0.0,29.99,2,4,1.4911637212404134,2013-11-10T00:00:00Z,2.1424657534246574,1.2050172951443123
526,41017,Friends,Squirrel’s Tree House,2013,41,0.0,13.41,5.58,4.99,2,4,2.687374749498998,2013-11-05T00:00:00Z,2.1561643835616437,1.5816728196988057
527,41018,Miscellaneous,Cat’s Playground,2012,31,0.0,8.57,5.93,4.99,3,4,1.717434869739479,2013-11-05T00:00:00Z,2.1561643835616437,1.285092262066213
528,41019,Miscellaneous,Turtle’s Little Oasis,2013,33,0.0,9.0,5.86,4.99,2,4,1.8036072144288577,2013-05-02T00:00:00Z,2.6684931506849314,1.2473475879747709
529,41020,Miscellaneous,Hedgehog’s Hideaway,2013,34,0.0,10.11,7.67,4.99,2,4,2.0260521042084165,2013-12-07T00:00:00Z,2.0684931506849313,1.4068516625050185
530,41021,Miscellaneous,Poodle’s Little Palace,2013,46,0.0,6.19,0.0,4.99,2,4,1.2404809619238477,2013-11-14T00:00:00Z,2.1315068493150684,1.1063892652927527
531,41022,Miscellaneous,Bunny’s Hutch,2013,37,0.0,6.31,3.33,4.99,2,4,1.2645290581162323,2013-11-15T00:00:00Z,2.128767123287671,1.116558848806622
532,41023,Friends,Fawn’s Forest,2013,35,0.0,21.2,0.0,4.99,2,4,4.248496993987976,2013-11-22T00:00:00Z,2.1095890410958904,1.985179844923144
533,41024,Friends,Parrot’s Perch,2013,32,0.0,7.04,0.0,4.99,2,4,1.410821643286573,2013-11-26T00:00:00Z,2.0986301369863014,1.178212584762268
534,41025,Friends,Puppy’s Playhouse,2013,39,0.0,8.57,0.0,4.99,2,4,1.717434869739479,2013-11-23T00:00:00Z,2.106849315068493,1.2926594824348252
535,41026,Friends,Sunshine Harvest,2014,233,1.0,21.32,17.33,19.99,1,4,1.0665332666333167,2015-11-05T00:00:00Z,0.15616438356164383,
536,41027,Friends,Mia’s Lemonade Stand,2014,112,1.0,16.42,7.0,9.99,1,4,1.6436436436436437,2014-12-26T00:00:00Z,1.0164383561643835,
537,41028,Friends,Emma’s Lifeguard Post,2014,78,1.0,13.76,0.0,9.99,1,4,1.3773773773773774,2015-06-07T00:00:00Z,0.5698630136986301,
538,41029,Friends,Stephanie’s New Born Lamb,2014,78,1.0,14.31,0.0,9.99,1,4,1.4324324324324325,2015-01-14T00:00:00Z,0.9643835616438357,
539,41030,Friends,Olivia’s Ice Cream Bike,2014,98,1.0,12.48,4.0,9.99,1,4,1.2492492492492493,2015-06-08T00:00:00Z,0.5671232876712329,
540,41031,Friends,Andrea’s Mountain Hut,2014,119,1.0,13.77,0.0,9.99,1,4,1.3783783783783783,2014-12-02T00:00:00Z,1.082191780821918,
541,41032,Friends,First Aid Jungle Bike,2014,156,1.0,19.13,10.5,14.99,1,4,1.276184122748499,2015-11-30T00:00:00Z,0.08767123287671233,
542,41033,Friends,Jungle Falls Rescue,2014,183,1.0,25.76,17.6,19.99,1,4,1.2886443221610808,2015-11-30T00:00:00Z,0.08767123287671233,
543,41034,Friends,Summer Caravan,2014,297,2.0,32.28,0.0,29.99,1,4,1.0763587862620874,2015-10-17T00:00:00Z,0.20821917808219179,
544,41035,Friends,Heartlake Juice Bar,2014,277,2.0,34.5,25.5,29.99,1,4,1.150383461153718,2015-11-28T00:00:00Z,0.09315068493150686,
545,41036,Friends,Jungle Bridge Rescue,2014,365,2.0,32.53,18.0,29.99,1,3,1.0846948982994333,2015-11-27T00:00:00Z,0.0958904109589041,
546,41037,Friends,Stephanie’s Beach House,2014,369,2.0,35.4,31.63,39.99,1,3,0.8852213053263315,2015-10-17T00:00:00Z,0.20821917808219179,
547,41038,Friends,Jungle Rescue Base,2014,473,2.0,57.88,39.67,59.99,1,3,0.9648274712452075,2015-11-29T00:00:00Z,0.09041095890410959,
548,41039,Friends,Sunshine Ranch,2014,721,2.0,62.67,48.78,69.99,1,2,0.8954136305186456,2015-11-11T00:00:00Z,0.13972602739726028,
549,41040,Friends,Friends Advent Calendar,2014,228,2.0,36.33,0.0,29.99,1,4,1.2114038012670891,2015-01-02T00:00:00Z,0.9972602739726028,
550,41041,Friends,Turtle’s Little Paradise,2014,43,0.0,6.12,0.0,3.99,1,4,1.5338345864661653,2014-10-04T00:00:00Z,1.2438356164383562,
551,41042,Friends,Tiger’s Beautiful Temple,2014,42,0.0,7.05,0.0,3.99,1,4,1.7669172932330826,2014-10-04T00:00:00Z,1.2438356164383562,
552,41043,Friends,Penguin’s Playground,2014,46,0.0,7.82,0.0,3.99,1,4,1.9598997493734336,2014-10-03T00:00:00Z,1.2465753424657535,
553,41044,Friends,Macaw’s Fountain,2014,39,0.0,15.0,0.0,3.99,1,4,3.7593984962406015,2014-11-29T00:00:00Z,1.0904109589041096,
554,41045,Friends,Orangutan’s Banana Tree,2014,37,0.0,5.94,0.0,3.99,1,4,1.4887218045112782,2014-11-25T00:00:00Z,1.1013698630136985,
555,41046,Friends,Brown Bear’s River,2014,37,0.0,7.38,0.0,3.99,1,4,1.8496240601503757,2014-11-28T00:00:00Z,1.093150684931507,
556,41047,Friends,Seal’s Little Rock,2014,37,0.0,25.0,0.0,3.99,1,4,6.265664160401002,,,
557,41049,Friends,Panda’s Bamboo,2014,47,0.0,3.6,0.0,3.99,1,4,0.9022556390977443,,,
558,4105,Creator,Creator Bucket,2002,500,0.0,22.17,11.33,9.99,13,3,2.2192192192192195,,,
559,41050,Disney princess,Ariel’s Amazing Treasures,2014,77,1.0,18.33,0.0,12.99,1,4,1.41108545034642,2015-01-09T00:00:00Z,0.9780821917808219,
560,41051,Disney princess,Merida’s Highland Games,2014,145,1.0,24.31,12.5,19.99,1,4,1.2161080540270135,2014-12-11T00:00:00Z,1.0575342465753426,
561,41052,Disney princess,Ariel’s Magical Kiss,2014,250,2.0,29.76,22.4,29.99,1,4,0.992330776925642,2015-12-11T00:00:00Z,0.057534246575342465,
562,41053,Disney princess,Cinderella’s Dream Carriage,2014,274,1.0,32.13,21.4,29.99,1,4,1.07135711903968,2015-12-22T00:00:00Z,0.0273972602739726,
563,41054,Disney princess,Rapunzel’s Creativity Tower,2014,299,2.0,41.85,39.0,39.99,1,4,1.0465116279069768,2015-12-26T00:00:00Z,0.01643835616438356,
564,41055,Disney princess,Cinderella’s Romantic Castle,2014,646,2.0,70.33,43.0,69.99,1,3,1.0048578368338335,2016-12-06T00:00:00Z,-0.9315068493150684,
565,41056,Friends,Heartlake News Van,2014,278,2.0,39.8,19.0,24.99,1,4,1.5926370548219289,2015-12-07T00:00:00Z,0.0684931506849315,
566,41057,Friends,Heartlake Horse Show,2014,355,2.0,55.05,0.0,39.99,1,3,1.3765941485371342,2015-11-30T00:00:00Z,0.08767123287671233,
567,41058,Friends,Heartlake Shopping Mall,2014,1120,4.0,104.78,80.0,109.99,1,2,0.9526320574597691,2015-11-27T00:00:00Z,0.0958904109589041,
568,41059,Friends,Jungle Tree House,2014,320,1.0,41.08,25.0,29.99,1,4,1.369789929976659,2015-12-05T00:00:00Z,0.07397260273972603,
569,4107,Creator,Build Your Dreams,2002,1000,0.0,31.11,19.6,19.99,13,2,1.5562781390695348,,,
570,4116,Creator,Animal Adventures Bucket,2001,209,2.0,10.73,8.67,9.99,14,4,1.0740740740740742,,,
571,4120,Creator,Fun and Cool Transportation,2001,606,2.0,23.13,21.18,19.99,14,3,1.1570785392696348,,,
572,4121,Creator,All Kinds of Animals,2001,171,2.0,41.5,18.64,19.99,14,4,2.076038019009505,,,
573,4181,Pirates of Caribean,Isla De La Muerta,2011,152,4.0,44.16,23.19,19.99,4,4,2.209104552276138,2012-10-05T00:00:00Z,3.241095890410959,1.277037550462905
574,4182,Pirates of Caribean,The Cannibal Escape,2011,279,4.0,39.62,21.13,29.99,4,4,1.3211070356785595,2012-12-09T00:00:00Z,3.063013698630137,1.0951745376843716
575,4183,Pirates of Caribean,The Mill,2011,365,4.0,45.1,31.6,39.99,4,3,1.1277819454863716,2012-07-30T00:00:00Z,3.4246575342465753,1.035737594410154
576,4184,Pirates of Caribean,Black Pearl,2011,804,6.0,252.87,202.26,99.99,4,2,2.528952895289529,2012-09-19T00:00:00Z,3.2849315068493152,1.3263659407680315
577,4191,Pirates of Caribean,The Captain’s Cabin,2011,95,3.0,18.91,12.73,11.99,4,4,1.5771476230191825,2012-11-21T00:00:00Z,3.1123287671232878,1.1576491096115504
578,4192,Pirates of Caribean,Fountain of Youth,2011,125,3.0,43.82,24.4,19.99,4,4,2.192096048024012,2012-11-25T00:00:00Z,3.1013698630136988,1.2879711537059781
579,4193,Pirates of Caribean,The London Escape,2011,462,5.0,49.38,42.33,49.99,4,3,0.9877975595119024,2012-07-02T00:00:00Z,3.5013698630136987,0.996499655367199
580,4194,Pirates of Caribean,Whitecap Bay,2011,746,6.0,78.72,53.13,79.99,4,2,0.9841230153769222,2012-11-20T00:00:00Z,3.115068493150685,0.9948754477111803
581,4195,Pirates of Caribean,Gueen Anne’s Revenge,2011,1097,7.0,286.04,204.83,119.99,4,2,2.383865322110176,2012-10-04T00:00:00Z,3.243835616438356,1.3070953985117286
582,41999,Technic,4x4 Crawler Exclusive Edition,2013,1585,0.0,338.29,298.5,199.99,2,1,1.6915345767288366,2013-08-01T00:00:00Z,2.419178082191781,1.2426905364080862
583,4200,City,Mining 4x4,2012,102,1.0,17.32,10.25,11.99,3,4,1.4445371142618848,2013-12-02T00:00:00Z,2.0821917808219177,1.1931960639602848
584,42000,Technic,Grand Prix Racer,2013,1141,0.0,138.02,97.47,129.99,2,2,1.0617739826140473,2014-12-14T00:00:00Z,1.0493150684931507,
585,42001,Technic,Mini Off-Roader,2013,100,0.0,22.29,3.5,12.99,2,4,1.7159353348729791,2014-12-30T00:00:00Z,1.0054794520547945,
586,42002,Technic,Hovercraft,2013,170,0.0,35.13,18.58,19.99,2,4,1.7573786893446726,2014-12-10T00:00:00Z,1.0602739726027397,
587,42004,Technic,Mini Backhoe Loader,2013,246,0.0,41.27,19.25,24.99,2,4,1.6514605842336938,2014-12-26T00:00:00Z,1.0164383561643835,
588,42005,Technic,Monster Truck,2013,329,0.0,63.88,23.95,49.99,2,4,1.2778555711142228,2015-01-21T00:00:00Z,0.9452054794520548,
589,42006,Technic,Excavator,2013,720,0.0,120.27,58.47,79.99,2,2,1.5035629453681711,2014-12-21T00:00:00Z,1.0301369863013699,
590,42007,Technic,Moto Cross Bike,2013,253,0.0,44.5,40.22,39.99,2,4,1.112778194548637,2014-12-17T00:00:00Z,1.0410958904109588,
591,42008,Technic,Service Truck,2013,1276,0.0,104.39,84.2,129.99,2,1,0.803061773982614,2015-12-01T00:00:00Z,0.08493150684931507,
592,42009,Technic,Mobile Crane MK II,2013,2606,0.0,196.57,167.4,219.99,2,1,0.8935406154825218,2015-11-08T00:00:00Z,0.14794520547945206,
593,4201,City,Loader and Tipper,2012,139,2.0,26.65,16.47,17.99,3,4,1.481378543635353,2014-11-10T00:00:00Z,1.1424657534246576,
594,42010,Technic,Off-road Racer,2013,160,0.0,26.82,16.33,19.99,2,4,1.341670835417709,2014-12-10T00:00:00Z,1.0602739726027397,
595,42011,Technic,Race Car,2013,158,0.0,34.47,19.88,19.99,2,4,1.7243621810905454,2014-12-10T00:00:00Z,1.0602739726027397,
596,4202,City,Mining Truck,2012,269,1.0,43.16,28.07,34.99,3,4,1.2334952843669618,2012-11-17T00:00:00Z,3.1232876712328768,1.0694980251211057
597,42020,Technic,Twin Rotor Helicopter,2014,145,0.0,19.89,20.0,12.99,1,4,1.5311778290993072,2015-12-20T00:00:00Z,0.03287671232876712,
598,42021,Technic,Snowmobile,2014,186,0.0,25.33,20.67,19.99,1,4,1.2671335667833916,2015-10-23T00:00:00Z,0.1917808219178082,
599,42022,Technic,Hot Rod,2014,414,0.0,39.81,31.4,39.99,1,3,0.9954988747186797,2015-12-19T00:00:00Z,0.03561643835616438,
600,42023,Technic,Construction Crew,2014,833,0.0,82.83,40.48,69.99,1,2,1.1834547792541792,2015-12-26T00:00:00Z,0.01643835616438356,
601,42024,Technic,Container Truck,2014,948,0.0,86.25,53.69,79.99,1,2,1.078259782472809,2015-12-07T00:00:00Z,0.0684931506849315,
602,42025,Technic,Cargo Plane,2014,1297,0.0,132.69,112.2,139.99,1,1,0.9478534181012929,2015-12-01T00:00:00Z,0.08493150684931507,
603,42026,Technic,Black Champion Racer,2014,137,0.0,31.52,0.0,19.99,1,4,1.5767883941970986,2015-11-12T00:00:00Z,0.136986301369863,
604,42027,Technic,Desert Racer,2014,148,0.0,30.71,0.0,19.99,1,4,1.5362681340670337,2015-12-19T00:00:00Z,0.03561643835616438,
605,42028,Technic,Bulldozer,2014,617,0.0,75.84,40.49,49.99,1,3,1.5171034206841367,2015-10-29T00:00:00Z,0.17534246575342466,
606,42029,Technic,Customised Pick-Up Truck,2014,1063,0.0,93.0,74.73,99.99,1,2,0.9300930093009302,2015-11-09T00:00:00Z,0.14520547945205478,
607,4203,City,Excavator Transporter,2012,305,2.0,38.91,25.73,39.99,3,4,0.9729932483120779,2014-11-23T00:00:00Z,1.106849315068493,
608,42030,Technic,VOLVO L350F Front Loader,2014,1636,0.0,231.48,320.0,249.95,1,1,0.9261052210442089,2016-10-26T00:00:00Z,-0.8191780821917808,
609,4204,City,The Mine,2012,748,4.0,95.62,67.53,99.99,3,2,0.9562956295629564,2014-11-29T00:00:00Z,1.0904109589041096,
610,4205,City,Off-Road Command Centre,2012,403,3.0,88.2,37.87,39.99,3,3,2.205551387846962,2012-09-11T00:00:00Z,3.3068493150684932,1.270224561836439
611,4206,Trains,9V Train Switching Track Collection,2006,27,0.0,32.33,0.0,44.99,9,4,0.7186041342520559,2008-03-28T00:00:00Z,7.767123287671233,0.9583482777776179
612,4206-2,City,Recycling Truck,2012,297,3.0,31.63,19.27,29.99,3,4,1.0546848949649883,,,
613,4207,City,City Garage,2012,933,5.0,123.98,80.07,119.99,3,2,1.0332527710642554,2014-01-11T00:00:00Z,1.9726027397260273,
614,4208,City,Fire Truck,2012,243,1.0,37.05,17.47,19.99,3,4,1.8534267133566784,2012-11-23T00:00:00Z,3.106849315068493,1.2197002442752067
615,4209,City,Fire Plane,2012,522,3.0,56.06,32.87,59.99,3,3,0.9344890815135856,2013-11-29T00:00:00Z,2.0904109589041098,0.968107206109699
616,4210,City,Coast Guard Platform,2008,469,4.0,202.71,84.53,49.99,7,3,4.05501100220044,2009-03-17T00:00:00Z,6.7972602739726025,1.2287021884171416
617,4400,Creator,Build With Bricks,2003,705,0.0,38.07,16.0,19.99,12,2,1.9044522261130568,,,
618,44000,Hero factory,FURNO XL,2013,103,0.0,23.23,12.75,19.99,2,4,1.1620810405202602,2014-10-03T00:00:00Z,1.2465753424657535,
619,44001,Hero factory,PYROX,2013,50,0.0,20.62,12.15,12.99,2,4,1.5873749037721325,2014-05-09T00:00:00Z,1.6493150684931508,
620,44002,Hero factory,ROCKA,2013,43,0.0,18.98,9.33,9.99,2,4,1.8998998998999,2013-12-22T00:00:00Z,2.0273972602739727,1.3724042182979954
621,44003,Hero factory,SCAROX,2013,46,0.0,14.67,5.0,9.99,2,4,1.4684684684684683,2014-03-30T00:00:00Z,1.7589041095890412,
622,44004,Hero factory,BULK,2013,50,0.0,18.75,9.5,9.99,2,4,1.8768768768768769,2014-04-02T00:00:00Z,1.7506849315068493,
