,id,theme,name,year of release,# of pieces,# of minifigures,Secondary market prices of new sets in 2015,Secondary market prices of used sets in 2015,Primary market price at release,age,Size group (1 - Biggest; 4 - Smallest),Profit Margin,Full Retirement Date,Years Since Retirement,Yearly Average Returns
1216,70403,Castle,Dragon Mountain,2013,376,5.0,45.13,37.6,49.99,2,3,0.9027805561112222,2015-01-07T00:00:00Z,0.9835616438356164,
1217,70404,Castle,King’s Castle,2013,996,7.0,95.28,74.33,99.99,2,2,0.952895289528953,2014-12-22T00:00:00Z,1.0273972602739727,
1218,7041,Castle,Troll Battle Wheel,2008,508,6.0,81.11,40.67,39.99,7,3,2.0282570642660662,2009-03-23T00:00:00Z,6.780821917808219,1.1099230906206363
1219,7048,Castle,Troll Warship,2008,493,9.0,155.2,105.67,79.99,7,3,1.9402425303162896,2009-07-28T00:00:00Z,6.432876712328767,1.1085304704069345
1220,7049,Space,Alien Striker,2011,42,2.0,10.14,6.67,4.99,4,4,2.032064128256513,2012-01-20T00:00:00Z,3.9506849315068493,1.1965898704501625
1221,7050,Space,Alien Defender,2011,105,2.0,14.35,12.5,9.99,4,4,1.4364364364364364,2012-08-07T00:00:00Z,3.4027397260273973,1.112303907039516
1222,70500,Ninjago,Kai’s Fire Mech,2013,102,2.0,14.5,12.27,9.99,2,4,1.4514514514514514,2015-01-21T00:00:00Z,0.9452054794520548,
1223,70501,Ninjago,Warrior Bike,2013,210,2.0,32.86,15.13,19.99,2,4,1.643821910955478,2013-12-13T00:00:00Z,2.052054794520548,1.2740590928412852
1224,70502,Ninjago,Cole's Earth Driller,2013,171,2.0,27.27,14.4,19.99,2,4,1.364182091045523,2014-12-06T00:00:00Z,1.0712328767123287,
1225,70503,Ninjago,The Golden Dragon,2013,252,3.0,31.39,25.93,29.99,2,4,1.0466822274091365,2015-01-21T00:00:00Z,0.9452054794520548,
1226,70504,Ninjago,Garmatron,2013,328,3.0,30.76,24.0,39.99,2,4,0.7691922980745186,2014-10-03T00:00:00Z,1.2465753424657535,
1227,70505,Ninjago,Temple of Light,2013,565,5.0,74.69,39.47,69.99,2,3,1.06715245035005,2015-02-27T00:00:00Z,0.8438356164383561,
1228,7051,Space,Tripod Invader,2011,166,2.0,21.27,13.8,19.99,4,4,1.0640320160080041,2012-09-03T00:00:00Z,3.328767123287671,1.0188200923980064
1229,7052,Space,UFO Abduction,2011,211,3.0,29.78,16.6,29.99,4,4,0.9929976658886296,2012-08-22T00:00:00Z,3.361643835616438,0.997911847119101
1230,7065,Space,Alien Mothership,2011,416,2.0,40.77,23.87,59.99,4,3,0.6796132688781464,2012-05-05T00:00:00Z,3.66027397260274,0.899856658630933
1231,7066,Space,Earth Defence HQ,2011,879,5.0,83.86,56.0,89.99,4,2,0.931881320146683,2012-04-04T00:00:00Z,3.745205479452055,0.9813389470490924
1232,7067,Space,Jet-Copter Encounter,2011,375,3.0,32.0,21.27,39.99,4,3,0.800200050012503,2012-09-03T00:00:00Z,3.328767123287671,0.9352328140111648
1233,70700,Space,Space Swarmer,2013,86,2.0,15.1,8.06,11.99,2,4,1.2593828190158465,2014-10-09T00:00:00Z,1.2301369863013698,
1234,70701,Space,Swarm Interceptor,2013,218,2.0,21.82,10.67,19.99,2,4,1.0915457728864433,2014-10-04T00:00:00Z,1.2438356164383562,
1235,70702,Space,Warp Stinger,2013,310,3.0,26.1,22.5,29.99,2,4,0.8702900966988997,2015-01-15T00:00:00Z,0.9616438356164384,
1236,70703,Space,Star Slicer,2013,311,3.0,30.23,32.88,39.99,2,4,0.7559389847461865,2014-05-09T00:00:00Z,1.6493150684931508,
1237,70704,Space,Vermin Vaporizer,2013,506,3.0,48.07,36.31,59.99,2,3,0.8013002167027837,2014-12-01T00:00:00Z,1.084931506849315,
1238,70705,Space,Bug Obliterator,2013,711,4.0,55.1,37.8,79.99,2,2,0.6888361045130642,2015-01-15T00:00:00Z,0.9616438356164384,
1239,70706,Space,Crater Creeper,2013,171,0.0,15.82,14.0,19.99,2,4,0.7913956978489245,2013-12-04T00:00:00Z,2.0767123287671234,0.8934566308089097
1240,70707,Space,CLS-89 Eradicator Mech,2013,440,2.0,39.21,52.67,39.99,2,3,0.9804951237809452,2014-11-28T00:00:00Z,1.093150684931507,
1241,70708,Space,Hive Crawler,2013,560,3.0,39.16,47.64,69.99,2,3,0.5595085012144592,2015-01-16T00:00:00Z,0.958904109589041,
1242,70709,Space,Galactic Titan,2013,1012,5.0,85.96,76.0,99.99,2,2,0.8596859685968596,2014-12-01T00:00:00Z,1.084931506849315,
1243,70720,Ninjago,Hover Hunter,2014,79,2.0,18.0,0.0,11.99,1,4,1.5012510425354462,2015-05-23T00:00:00Z,0.6109589041095891,
1244,70721,Ninjago,Kai Fighter,2014,196,2.0,31.33,15.13,19.99,1,4,1.5672836418209104,2015-02-17T00:00:00Z,0.8712328767123287,
1245,70722,Ninjago,OverBorg Attack,2014,207,2.0,24.76,17.33,19.99,1,4,1.2386193096548277,2015-02-18T00:00:00Z,0.8684931506849315,
1246,70723,Ninjago,Thunder Raider,2014,334,3.0,60.17,17.8,29.99,1,4,2.006335445148383,2015-02-28T00:00:00Z,0.8410958904109589,
1247,70724,Ninjago,NinjaCopter,2014,516,4.0,43.57,0.0,59.99,1,3,0.7262877146191031,2015-03-10T00:00:00Z,0.8136986301369863,
1248,70725,Ninjago,Nindroid MechDragon,2014,691,5.0,55.22,0.0,89.99,1,2,0.6136237359706634,2015-03-20T00:00:00Z,0.7863013698630137,
1249,70726,Ninjago,Destructoid,2014,253,3.0,42.19,0.0,34.99,1,4,1.205773078022292,2015-11-14T00:00:00Z,0.13150684931506848,
1250,70727,Ninjago,X Ninja Charger,2014,426,3.0,45.51,0.0,39.99,1,3,1.1380345086271566,2015-06-09T00:00:00Z,0.5643835616438356,
1251,70728,Ninjago,Battle for Ninjago City,2014,1223,8.0,102.02,81.0,119.99,1,1,0.8502375197933161,2015-08-02T00:00:00Z,0.41643835616438357,
1252,7078,Castle,King’s Battle Chariot,2009,103,4.0,39.42,23.53,19.99,6,4,1.9719859929964985,2010-06-24T00:00:00Z,5.526027397260274,1.1307493177220576
1253,7079,Castle,Drawbridge Defense,2009,335,7.0,94.13,53.53,39.99,6,4,2.3538384596149036,2010-06-14T00:00:00Z,5.553424657534246,1.1666631365561184
1254,70800,The Lego movie,Getaway Glider,2014,104,3.0,23.14,13.0,12.99,1,4,1.7813702848344881,2015-09-05T00:00:00Z,0.3232876712328767,
1255,70801,The Lego movie,Melting Room,2014,122,3.0,19.7,6.69,12.99,1,4,1.516551193225558,2016-01-07T00:00:00Z,-0.01643835616438356,
1256,70802,The Lego movie,Bad Cop’s Pursuit,2014,314,2.0,35.33,21.78,29.99,1,4,1.178059353117706,2015-12-02T00:00:00Z,0.0821917808219178,
1257,70803,The Lego movie,Cloud Cuckoo Palace,2014,197,3.0,28.24,21.33,19.99,1,4,1.4127063531765884,2015-11-02T00:00:00Z,0.1643835616438356,
1258,70804,The Lego movie,Ice Cream Machine,2014,344,3.0,31.2,0.0,29.99,1,3,1.0403467822607537,2015-02-12T00:00:00Z,0.8849315068493151,
1259,70805,The Lego movie,Trash Chomper,2014,389,3.0,33.76,32.67,29.99,1,3,1.1257085695231743,2015-03-16T00:00:00Z,0.7972602739726027,
1260,70806,The Lego movie,Castle Cavalry,2014,424,3.0,35.26,16.48,29.99,1,3,1.175725241747249,2015-01-21T00:00:00Z,0.9452054794520548,
1261,70807,The Lego movie,MetalBeard’s Duel,2014,412,3.0,34.0,37.33,34.99,1,3,0.9717062017719348,2015-10-24T00:00:00Z,0.18904109589041096,
1262,70808,The Lego movie,Super Cycle Chase,2014,514,5.0,47.84,36.13,49.99,1,3,0.956991398279656,2015-11-30T00:00:00Z,0.08767123287671233,
1263,70809,The Lego movie,Lord Business’ Evil Lair,2014,738,6.0,63.0,46.27,69.99,1,2,0.9001285897985427,2015-06-19T00:00:00Z,0.536986301369863,
1264,70810,The Lego movie,MetalBeard’s Sea Cow,2014,2741,4.0,234.99,196.93,249.99,1,1,0.9399975999039961,2015-10-16T00:00:00Z,0.21095890410958903,
1265,70811,The Lego movie,The Flying Flusher,2014,351,3.0,41.54,28.39,29.99,1,3,1.3851283761253752,2015-02-27T00:00:00Z,0.8438356164383561,
1266,70812,The Lego movie,Creative Ambush,2014,473,4.0,43.07,35.0,39.99,1,3,1.0770192548137034,2015-01-25T00:00:00Z,0.9342465753424658,
1267,70813,The Lego movie,Rescue Reinforcements,2014,859,5.0,74.64,45.5,69.99,1,2,1.0664380625803687,2015-01-25T00:00:00Z,0.9342465753424658,
1268,70814,The Lego movie,Emmet’s Constructo-Mech,2014,707,4.0,62.98,45.0,59.99,1,2,1.0498416402733788,2015-10-23T00:00:00Z,0.1917808219178082,
1269,70815,The Lego movie,Super Secret Police Dropship,2014,854,8.0,71.18,70.39,79.99,1,2,0.8898612326540819,2015-11-19T00:00:00Z,0.1178082191780822,
1270,70816,The Lego movie,"“Benny’s Spaceship, Spaceship, SPACESHIP!”",2014,939,5.0,90.87,81.07,99.99,1,2,0.9087908790879089,2015-10-26T00:00:00Z,0.18356164383561643,
1271,7090,Castle,Crossbow Attack,2007,54,3.0,21.23,10.33,5.99,8,4,3.5442404006677797,2009-01-01T00:00:00Z,7.002739726027397,1.1980435267149274
1272,7091,Castle,Knight’s Catapult Defense,2007,123,4.0,19.8,16.73,9.99,8,4,1.981981981981982,2008-12-16T00:00:00Z,7.046575342465753,1.101950998482986
1273,7092,Castle,Skeletons' Prison Carriage,2007,193,5.0,81.93,32.33,19.99,8,4,4.098549274637319,2008-12-15T00:00:00Z,7.049315068493151,1.2215361905782716
1274,7093,Castle,Skeleton Tower,2007,398,5.0,105.77,82.67,49.99,8,3,2.1158231646329266,2008-12-10T00:00:00Z,7.063013698630137,1.1119422246135142
1275,7094,Castle,King’s Castle Siege,2007,973,10.0,276.4,151.47,99.99,8,2,2.764276427642764,2009-08-21T00:00:00Z,6.367123287671233,1.1731495329933743
1276,7097,Castle,Trolls' Mountain Fortress,2009,844,10.0,155.0,92.33,99.99,6,2,1.5501550155015502,2010-06-14T00:00:00Z,5.553424657534246,1.0821330770455448
1277,71006,The Simpsons,The Simpsons House,2014,2523,6.0,192.96,180.0,199.99,1,1,0.9648482424121206,2017-11-24T00:00:00Z,-1.8986301369863015,
1278,7101,Star Wars,Lightsaber Duel,1999,52,2.0,33.38,17.8,5.99,16,4,5.572621035058431,,,
1279,7103,Star Wars,Jedi Duel,2002,82,2.0,41.6,20.83,9.99,13,4,4.1641641641641645,,,
1280,7104,Star Wars,Desert Skiff,2000,55,2.0,23.67,15.0,5.99,15,4,3.951585976627713,,,
1281,7106,Star Wars,Droid Escape,2001,45,2.0,26.2,18.75,5.99,14,4,4.3739565943238725,,,
1282,7110,Star Wars,Landspeeder,1999,49,2.0,31.8,17.67,5.99,16,4,5.308848080133556,,,
1283,7111,Star Wars,Droid Fighter,1999,62,0.0,18.2,10.0,5.99,16,4,3.038397328881469,,,
1284,7113,Star Wars,Tusken Raider Encounter,2002,93,3.0,40.47,23.13,9.99,13,4,4.051051051051051,,,
1285,7115,Star Wars,Gungan Patrol,2000,77,2.0,31.87,26.0,9.99,15,4,3.19019019019019,,,
1286,7116,Bionicle,Tahu,2010,19,0.0,38.81,16.19,7.99,5,4,4.857321652065082,2010-12-25T00:00:00Z,5.021917808219178,1.3698727495908978
1287,7117,Bionicle,Gresh,2010,19,0.0,19.17,12.06,7.99,5,4,2.3992490613266586,2011-01-14T00:00:00Z,4.967123287671233,1.1926642460757337
1288,7119,Star Wars,Twin-Pod Cloud Car,2002,118,1.0,29.31,15.07,9.99,13,4,2.933933933933934,,,
1289,7121,Star Wars,Naboo Swamp,1999,82,4.0,29.6,18.95,9.99,16,4,2.9629629629629632,,,
1290,7124,Star Wars,Flash Speeder,2000,106,1.0,30.27,17.83,9.99,15,4,3.03003003003003,,,
1291,7126,Star Wars,Battle Droid Carrier,2001,133,7.0,68.93,30.35,9.99,14,4,6.899899899899901,,,
1292,7127,Star Wars,Imperial AT-ST,2001,107,1.0,43.33,23.67,9.99,14,4,4.337337337337337,,,
1293,7128,Star Wars,Speeder Bikes,1999,93,3.0,37.0,18.07,9.99,16,4,3.7037037037037037,,,
1294,7130,Star Wars,Snowspeeder,1999,215,3.0,56.33,25.41,19.99,16,4,2.8179089544772387,,,
1295,7131,Star Wars,Anakin's Podracer,1999,136,2.0,36.27,19.19,14.99,16,4,2.419613075383589,,,
1296,7133,Star Wars,Bounty Hunter Pursuit,2002,259,3.0,112.73,44.8,29.99,13,4,3.7589196398799603,,,
1297,7134,Star Wars,A-wing Fighter,2000,125,2.0,32.53,16.81,14.99,15,4,2.170113408939293,,,
1298,7135,Bionicle,Takanuva,2010,21,0.0,24.65,12.2,7.99,5,4,3.085106382978723,2011-01-22T00:00:00Z,4.945205479452055,1.2558514866323296
1299,7136,Bionicle,Skrall,2010,21,0.0,15.5,11.93,7.99,5,4,1.9399249061326658,2011-01-22T00:00:00Z,4.945205479452055,1.1433909074966917
1300,7137,Bionicle,Piraka,2010,15,0.0,21.35,8.25,7.99,5,4,2.672090112640801,2011-01-22T00:00:00Z,4.945205479452055,1.2198773016303737
1301,7138,Bionicle,Rahkshi,2010,18,0.0,23.0,11.61,7.99,5,4,2.8785982478097623,2010-12-25T00:00:00Z,5.021917808219178,1.2343416930126612
1302,7139,Star Wars,Ewok Attack,2002,121,4.0,43.6,22.4,12.99,13,4,3.3564280215550424,,,
1303,7140,Star Wars,X-wing Fighter,1999,266,4.0,86.6,34.22,29.99,16,4,2.8876292097365788,,,
1304,7141,Star Wars,Naboo Fighter,1999,179,4.0,37.4,20.87,19.99,16,4,1.870935467733867,,,
1305,7142,Star Wars,X-wing Fighter,2002,267,4.0,87.07,29.0,29.99,13,4,2.903301100366789,,,
1306,7143,Star Wars,Jedi Starfighter,2002,139,1.0,53.07,24.27,19.99,13,4,2.6548274137068537,,,
1307,7144,Star Wars,Slave I,2000,166,1.0,88.27,33.94,19.99,15,4,4.415707853926963,,,
1308,7145,Hero factory,Von Nebula,2010,156,0.0,21.15,56.4,19.99,5,4,1.0580290145072537,2011-07-06T00:00:00Z,4.493150684931507,1.0126332997686607
1309,7146,Star Wars,TIE Fighter,2001,171,2.0,53.87,35.8,19.99,14,4,2.694847423711856,,,
1310,7147,Hero factory,XPIode,2010,45,0.0,20.76,11.8,12.99,5,4,1.5981524249422634,2012-01-20T00:00:00Z,3.9506849315068493,1.1260041051652487
1311,7148,Hero factory,Meltdown,2010,50,0.0,35.14,17.87,12.99,5,4,2.7051578137028485,2012-01-08T00:00:00Z,3.9835616438356163,1.283790085411391
1312,7150,Star Wars,TIE Fighter & Y-wing,1999,409,3.0,80.93,47.6,49.99,16,3,1.6189237847569515,,,
1313,7151,Star Wars,Sith Infiltrator,1999,244,1.0,45.2,21.6,29.99,16,4,1.5071690563521176,,,
1314,7152,Star Wars,TIE Fighter & Y-wing,2002,410,3.0,38.55,17.53,49.99,13,3,0.7711542308461692,,,
1315,7153,Star Wars,Jango Fett's Slave I,2002,360,2.0,213.0,107.19,49.99,13,3,4.260852170434086,,,
1316,7155,Star Wars,Trade Federation AAT,2000,158,2.0,112.07,38.0,19.99,15,4,5.606303151575788,,,
1317,7156,Hero factory,Corroder,2010,40,0.0,29.33,15.2,12.99,5,4,2.257890685142417,2012-01-09T00:00:00Z,3.9808219178082194,1.2270202480214962
1318,7157,Hero factory,Thunder,2010,47,0.0,36.38,16.63,12.99,5,4,2.800615858352579,2010-11-28T00:00:00Z,5.095890410958904,1.2239607652239997
1319,7158,Hero factory,Furno Bike,2010,165,0.0,58.29,39.6,29.99,5,4,1.9436478826275425,2011-06-26T00:00:00Z,4.52054794520548,1.1583657531276594
1320,7159,Star Wars,Star Wars Bucket,2000,292,3.0,94.87,44.2,24.99,15,4,3.796318527410965,,,
1321,7160,Hero factory,Drop Ship,2010,390,0.0,59.63,23.53,49.99,5,3,1.1928385677135427,2010-11-28T00:00:00Z,5.095890410958904,1.0352092023021502
1322,7161,Star Wars,Gungan Sub,1999,379,3.0,71.07,34.67,49.99,16,3,1.4216843368673733,,,
1323,7162,Hero factory,Rotor,2010,145,0.0,56.4,33.13,19.99,5,4,2.8214107053526765,2010-11-28T00:00:00Z,5.095890410958904,1.2257388706131602
1324,7163,Star Wars,Republic Gunship,2002,693,8.0,174.13,115.8,89.99,13,2,1.9349927769752195,,,
1325,7164,Hero factory,Preston Stormer,2010,17,0.0,20.63,18.87,7.99,5,4,2.5819774718397994,2011-08-08T00:00:00Z,4.402739726027397,1.2404158169514186
1326,7165,Hero factory,Natalie Breez,2010,19,0.0,16.58,13.4,7.99,5,4,2.0750938673341675,2011-11-25T00:00:00Z,4.104109589041096,1.1946724542506097
1327,7166,Star Wars,Imperial Shuttle,2001,238,4.0,123.13,50.47,34.99,14,4,3.519005430122892,,,
1328,7167,Hero factory,William Furno,2010,19,0.0,16.69,18.87,7.99,5,4,2.088861076345432,2011-11-18T00:00:00Z,4.123287671232877,1.1956003646646276
1329,7168,Hero factory,Duncan Bulk,2010,17,0.0,32.5,15.6,7.99,5,4,4.06758448060075,2011-09-08T00:00:00Z,4.317808219178082,1.3839542500266178
1330,7169,Hero factory,Mark Surge,2010,19,0.0,19.2,15.88,7.99,5,4,2.4030037546933665,2011-09-10T00:00:00Z,4.3123287671232875,1.225446604068342
1331,7170,Hero factory,Jim Stringer,2010,17,0.0,25.87,17.13,7.99,5,4,3.237797246558198,2011-08-20T00:00:00Z,4.36986301369863,1.3084754953693334
1332,7171,Star Wars,Mos Espa Podrace,1999,896,7.0,115.93,56.27,89.99,16,2,1.288254250472275,,,
1333,7179,Hero factory,Duncan Bulk and Vapour,2010,89,0.0,63.35,38.27,24.99,5,4,2.535014005602241,2010-12-03T00:00:00Z,5.082191780821918,1.2008517563207277
1334,7180,Star Wars,B-wing at Rebel Control Center,2000,338,3.0,61.93,25.8,29.99,15,4,2.065021673891297,,,
1335,7181,Star Wars,TIE Interceptor,2000,703,0.0,697.8,179.53,99.99,15,2,6.978697869786979,,,
1336,7184,Star Wars,Trade Federation MTT,2000,470,7.0,130.6,72.13,49.99,15,3,2.6125225045009,,,
1337,7186,Star Wars,Watto’s Junkyard,2001,443,2.0,168.13,67.5,49.99,14,3,3.3632726545309057,,,
1338,7187,Castle,Escape from Dragon’s Prison,2011,185,4.0,49.07,23.6,19.99,4,4,2.454727363681841,2011-12-15T00:00:00Z,4.049315068493151,1.2482839616715886
1339,7188,Castle,King’s Carriage Ambush,2011,285,4.0,35.06,25.6,39.99,4,4,0.8767191797949487,2011-12-18T00:00:00Z,4.041095890410959,0.9679666550660295
1340,7189,Castle,Mill Village Raid,2011,663,6.0,118.21,81.4,69.99,4,2,1.6889555650807258,2011-11-28T00:00:00Z,4.095890410958904,1.1365075947820822
1341,7190,Star Wars,Millennium Falcon,2000,663,6.0,282.2,104.87,99.99,15,2,2.8222822282228224,,,
1342,7191,Star Wars,X-wing Fighter,2000,1300,1.0,923.33,305.13,149.99,15,1,6.155943729581972,,,
1343,7194,Star Wars,Yoda,2002,1075,0.0,451.27,199.53,99.99,13,2,4.5131513151315135,,,
1344,7195,Indiana Jones,Ambush In Cairo,2009,79,4.0,50.0,30.53,10.99,6,4,4.549590536851683,2010-06-27T00:00:00Z,5.517808219178082,1.315967701576199
1345,7196,Indiana Jones,Chauchilla Cemetery Battle,2009,187,5.0,81.82,47.07,19.99,6,4,4.093046523261631,2010-06-27T00:00:00Z,5.517808219178082,1.2909875820761374
1346,7197,Indiana Jones,Venice Canal Chase,2009,420,4.0,63.36,46.87,39.99,6,3,1.584396099024756,2010-07-07T00:00:00Z,5.49041095890411,1.0874325595083385
1347,7198,Indiana Jones,Fighter Plane Attack,2009,384,3.0,95.8,57.93,49.99,6,3,1.916383276655331,2010-07-03T00:00:00Z,5.501369863013698,1.125505553838305
1348,7199,Indiana Jones,The Temple of Doom,2009,652,6.0,227.0,157.8,89.99,6,3,2.5225025002778088,2010-06-01T00:00:00Z,5.589041095890411,1.1800389464413235
1349,7200,Star Wars,Final Duel I,2002,31,2.0,49.57,24.0,6.99,13,4,7.091559370529327,,,
1350,7201,Star Wars,Final Duel II,2002,26,3.0,20.44,15.47,6.99,13,4,2.9241773962804007,,,
1351,7203,Star Wars,Jedi Defense I,2002,111,1.0,35.13,18.19,6.99,13,4,5.0257510729613735,,,
1352,7204,Star Wars,Jedi Defense II,2002,53,3.0,22.07,16.0,6.99,13,4,3.1573676680972818,,,
1353,7206,City,Fire Helicopter,2010,342,3.0,55.25,29.8,39.99,5,3,1.3815953988497123,2010-11-25T00:00:00Z,5.104109589041096,1.0653774496287605
1354,7207,City,Fire Boat,2010,306,4.0,131.0,51.33,49.99,5,4,2.620524104820964,2011-11-22T00:00:00Z,4.112328767123287,1.263979291458395
1355,7208,City,Fire Station,2010,662,4.0,108.06,54.33,79.99,5,2,1.3509188648581074,2012-10-17T00:00:00Z,3.208219178082192,1.0982900882929685
1356,7213,City,Off-Road Fire Truck & Fireboat,2010,388,3.0,56.43,30.2,39.99,5,3,1.4111027756939234,2012-03-16T00:00:00Z,3.797260273972603,1.0949289405502372
1357,7235,City,Police Motorcycle,2005,28,1.0,10.65,13.67,3.99,10,4,2.669172932330827,2012-01-08T00:00:00Z,3.9835616438356163,1.2794815976447766
1358,7236,City,Police Car,2005,59,1.0,19.0,9.2,4.99,10,4,3.8076152304609217,2010-11-18T00:00:00Z,5.123287671232877,1.298183318409261
1359,7237,City,Police Station,2005,586,5.0,149.67,84.2,69.99,10,3,2.138448349764252,2008-02-06T00:00:00Z,7.906849315068493,1.1009014857153474
1360,7238,City,Fire Helicopter,2005,75,1.0,19.07,14.67,9.99,10,4,1.9089089089089089,2007-12-21T00:00:00Z,8.035616438356165,1.0837836234459883
1361,7239,City,Fire Truck,2005,214,2.0,47.63,22.73,19.99,10,4,2.382691345672837,2011-12-05T00:00:00Z,4.076712328767123,1.2373515493182634
1362,7240,City,Fire Station,2005,260,3.0,77.4,34.8,29.99,10,4,2.5808602867622543,,,
1363,7241,City,Fire Car,2005,46,1.0,14.45,7.07,2.99,10,4,4.832775919732441,2010-10-20T00:00:00Z,5.2027397260273975,1.353651888188395
1364,7242,City,Street Sweeper,2005,63,1.0,39.67,18.33,4.99,10,4,7.949899799599199,2008-12-12T00:00:00Z,7.057534246575343,1.341450141820163
1365,7243,City,Construction Site,2005,298,3.0,128.8,58.33,39.99,10,4,3.220805201300325,2008-03-08T00:00:00Z,7.821917808219178,1.161291281371254
1366,7244,City,Speedboat,2005,107,2.0,47.8,35.07,29.99,10,4,1.5938646215405134,2007-12-10T00:00:00Z,8.065753424657535,1.0594979639225284
1367,7245,City,Prisoner Transport,2005,98,2.0,30.0,17.27,9.99,10,4,3.003003003003003,2008-12-10T00:00:00Z,7.063013698630137,1.1684593217891515
1368,7246,City,Mini Digger,2005,36,1.0,15.53,8.27,2.99,10,4,5.193979933110367,2008-12-05T00:00:00Z,7.076712328767123,1.2621364511431954
1369,7248,City,Digger,2005,127,1.0,60.87,31.47,19.99,10,4,3.045022511255628,2008-12-02T00:00:00Z,7.0849315068493155,1.170189510503473
1370,7249,City,XXL Mobile Crane,2005,524,2.0,188.93,91.93,49.99,10,3,3.7793558711742348,2008-12-12T00:00:00Z,7.057534246575343,1.2073016572909168
1371,7250,Star Wars,Clone Scout Walker,2005,108,1.0,42.2,18.18,9.99,10,4,4.2242242242242245,,,
1372,7251,Star Wars,Darth Vader Transformation,2005,53,2.0,62.4,34.67,6.99,10,4,8.927038626609441,,,
1373,7252,Star Wars,Droid Tri-Fighter,2005,148,1.0,30.67,15.4,14.99,10,4,2.04603068712475,,,
1374,7255,Star Wars,General Grievous Chase,2005,111,2.0,144.13,40.07,19.99,10,4,7.210105052526264,,,
1375,7256,Star Wars,Jedi Starfighter and Vulture Droid,2005,202,1.0,70.0,25.53,19.99,10,4,3.501750875437719,,,
1376,7257,Star Wars,Ultimate Lightsaber Duel,2005,282,2.0,202.0,92.93,29.99,10,4,6.735578526175392,,,
1377,7258,Star Wars,Wookiee Attack,2005,366,4.0,133.27,52.2,29.99,10,3,4.44381460486829,,,
1378,7259,Star Wars,ARC70 Fighter,2005,396,4.0,74.87,36.27,39.99,10,3,1.8722180545136284,,,
1379,7260,Star Wars,Wookiee Catamaran,2005,376,6.0,156.6,71.13,49.99,10,3,3.132626525305061,,,
1380,7261,Star Wars,Clone Turbo Tank,2005,801,8.0,240.67,138.2,89.99,10,2,2.6744082675852874,,,
1381,7261-2,Star Wars,Clone Turbo Tank (non-light-up),2006,801,8.0,21.0,12.55,89.99,9,2,0.2333592621402378,,,
1382,7262,Star Wars,TIE Fighter and Y-Wing,2004,412,3.0,83.6,44.8,49.99,11,3,1.6723344668933784,,,
1383,7263,Star Wars,TIE Fighter,2005,159,2.0,69.93,33.47,19.99,10,4,3.4982491245622818,,,
1384,7264,Star Wars,Imperial Inspection,2005,367,10.0,228.67,151.33,49.99,10,3,4.574314862972594,,,
1385,7279,City,Police Minifigure Collection,2011,57,4.0,16.25,14.33,9.99,4,4,1.6266266266266265,2013-12-05T00:00:00Z,2.073972602739726,1.264375072112127
1386,7280,City,Straight & Crossroad Plates,2005,2,0.0,21.0,11.11,14.99,10,4,1.400933955970647,2018-11-20T00:00:00Z,-2.8876712328767122,
1387,7281,City,T-Junction & Curved Road Plates,2005,2,0.0,16.7,11.0,14.99,10,4,1.114076050700467,2018-11-23T00:00:00Z,-2.8958904109589043,
1388,7283,Star Wars,Ultimate Space Battle,2005,567,2.0,307.07,121.67,49.99,10,3,6.142628525705141,,,
1389,7285,City,Police Dog Unit,2011,96,1.0,33.47,15.8,12.99,4,4,2.576597382602001,2011-12-26T00:00:00Z,4.019178082191781,1.2655266597039936
1390,7286,City,Prisoner Transport,2011,173,2.0,23.47,16.4,19.99,4,4,1.174087043521761,2013-12-04T00:00:00Z,2.0767123287671234,1.0803458480136208
1391,7287,City,Police Boat,2011,172,3.0,90.93,56.27,39.99,4,4,2.2738184546136533,2011-12-08T00:00:00Z,4.068493150684931,1.2237351912229735
1392,7288,City,Mobile Police Unit,2011,408,3.0,57.0,30.87,44.99,4,3,1.2669482107134917,2013-12-02T00:00:00Z,2.0821917808219177,1.1203437502135924
1393,7291,Creator,Street Rebel,2012,196,0.0,22.27,11.15,19.99,3,4,1.1140570285142573,2013-11-21T00:00:00Z,2.1123287671232878,1.0524621768976214
1394,7292,Creator,Propeller Adventures,2012,241,0.0,32.25,15.07,19.99,3,4,1.6133066533266636,2013-12-02T00:00:00Z,2.0821917808219177,1.2582263797298148
1395,7300,Space,Double Hover,2001,21,1.0,7.2,6.29,2.99,14,4,2.4080267558528425,,,
1396,7301,Space,Rover,2001,28,1.0,13.0,3.93,2.99,14,4,4.3478260869565215,,,
1397,7302,Space,Worker Robot,2001,30,1.0,13.0,2.93,2.99,14,4,4.3478260869565215,,,
1398,7310,Space,Mono Jet,2001,33,1.0,5.07,4.53,3.99,14,4,1.2706766917293233,,,
1399,7311,Space,Red Planet Cruiser,2001,73,1.0,13.06,9.07,6.99,14,4,1.8683834048640915,,,
1400,7312,Space,T-3 Trike,2001,99,1.0,21.3,10.6,9.99,14,4,2.1321321321321323,,,
1401,7313,Space,Red Planet Protector,2001,194,1.0,23.33,15.27,19.99,14,4,1.1670835417708854,,,
1402,7314,Space,Recon Mech RP,2001,194,1.0,26.2,17.93,19.99,14,4,1.310655327663832,,,
1403,7315,Space,Solar Explorer,2001,242,3.0,35.67,27.47,34.99,14,4,1.0194341240354388,,,
1404,7316,Space,Excavation Searcher,2001,471,3.0,30.71,17.56,49.99,14,3,0.6143228645729146,,,
